paper_id,title,year,url,arxiv_id,primary_category,categories,pdf_url,topic,reason
P0030,"Review of Case-Based Reasoning for LLM Agents: Theoretical Foundations, Architectural Components, and Cognitive Integration",2025,http://arxiv.org/abs/2504.06943v2,2504.06943v2,cs.AI,"cs.AI,cs.MA",https://arxiv.org/pdf/2504.06943v2,,ranked_by=relevance;score=7
P0031,SAND: Boosting LLM Agents with Self-Taught Action Deliberation,2025,http://arxiv.org/abs/2507.07441v2,2507.07441v2,cs.CL,cs.CL,https://arxiv.org/pdf/2507.07441v2,,ranked_by=relevance;score=7
P0032,Self-Challenging Language Model Agents,2025,http://arxiv.org/abs/2506.01716v1,2506.01716v1,cs.AI,"cs.AI,cs.CL",https://arxiv.org/pdf/2506.01716v1,,ranked_by=relevance;score=7
P0033,Survey of LLM Agent Communication with MCP: A Software Design Pattern Centric Review,2025,http://arxiv.org/abs/2506.05364v1,2506.05364v1,cs.SE,cs.SE,https://arxiv.org/pdf/2506.05364v1,,ranked_by=relevance;score=7
P0034,"Taxonomy, Evaluation and Exploitation of IPI-Centric LLM Agent Defense Frameworks",2025,http://arxiv.org/abs/2511.15203v1,2511.15203v1,cs.CR,"cs.CR,cs.AI",https://arxiv.org/pdf/2511.15203v1,,ranked_by=relevance;score=7
P0035,Towards a Design Guideline for RPA Evaluation: A Survey of Large Language Model-Based Role-Playing Agents,2025,http://arxiv.org/abs/2502.13012v3,2502.13012v3,cs.HC,"cs.HC,cs.CL",https://arxiv.org/pdf/2502.13012v3,,ranked_by=relevance;score=7
P0036,When Refusals Fail: Unstable Safety Mechanisms in Long-Context LLM Agents,2025,http://arxiv.org/abs/2512.02445v1,2512.02445v1,cs.LG,"cs.LG,cs.AI,cs.CL",https://arxiv.org/pdf/2512.02445v1,,ranked_by=relevance;score=7
P0037,Why Do Language Model Agents Whistleblow?,2025,http://arxiv.org/abs/2511.17085v2,2511.17085v2,cs.LG,"cs.LG,cs.AI",https://arxiv.org/pdf/2511.17085v2,,ranked_by=relevance;score=7
P0038,World Modelling Improves Language Model Agents,2025,http://arxiv.org/abs/2506.02918v2,2506.02918v2,cs.AI,"cs.AI,cs.LG",https://arxiv.org/pdf/2506.02918v2,,ranked_by=relevance;score=7
P0039,Your LLM Agents are Temporally Blind: The Misalignment Between Tool Use Decisions and Human Time Perception,2025,http://arxiv.org/abs/2510.23853v2,2510.23853v2,cs.CL,cs.CL,https://arxiv.org/pdf/2510.23853v2,,ranked_by=relevance;score=7
P0040,"AnyTool: Self-Reflective, Hierarchical Agents for Large-Scale API Calls",2024,http://arxiv.org/abs/2402.04253v1,2402.04253v1,cs.CL,cs.CL,https://arxiv.org/pdf/2402.04253v1,,ranked_by=relevance;score=7
P0041,ArCHer: Training Language Model Agents via Hierarchical Multi-Turn RL,2024,http://arxiv.org/abs/2402.19446v1,2402.19446v1,cs.LG,"cs.LG,cs.AI,cs.CL",https://arxiv.org/pdf/2402.19446v1,,ranked_by=relevance;score=7
P0042,Hacking CTFs with Plain Agents,2024,http://arxiv.org/abs/2412.02776v1,2412.02776v1,cs.CR,"cs.CR,cs.AI",https://arxiv.org/pdf/2412.02776v1,,ranked_by=relevance;score=7
P0043,LLM Agents can Autonomously Hack Websites,2024,http://arxiv.org/abs/2402.06664v3,2402.06664v3,cs.CR,"cs.CR,cs.AI",https://arxiv.org/pdf/2402.06664v3,,ranked_by=relevance;score=7
P0044,Large Language Model-Brained GUI Agents: A Survey,2024,http://arxiv.org/abs/2411.18279v12,2411.18279v12,cs.AI,"cs.AI,cs.CL,cs.HC",https://arxiv.org/pdf/2411.18279v12,,ranked_by=relevance;score=7
P0045,The Emerged Security and Privacy of LLM Agent: A Survey with Case Studies,2024,http://arxiv.org/abs/2407.19354v2,2407.19354v2,cs.CR,cs.CR,https://arxiv.org/pdf/2407.19354v2,,ranked_by=relevance;score=7
P0046,Understanding the planning of LLM agents: A survey,2024,http://arxiv.org/abs/2402.02716v1,2402.02716v1,cs.AI,"cs.AI,cs.CL,cs.LG",https://arxiv.org/pdf/2402.02716v1,,ranked_by=relevance;score=7
P0047,A Survey on Large Language Model based Autonomous Agents,2023,http://arxiv.org/abs/2308.11432v7,2308.11432v7,cs.AI,"cs.AI,cs.CL",https://arxiv.org/pdf/2308.11432v7,,ranked_by=relevance;score=7
P0048,Autonomous Quantum Simulation through Large Language Model Agents,2026,http://arxiv.org/abs/2601.10194v1,2601.10194v1,quant-ph,"quant-ph,physics.chem-ph",https://arxiv.org/pdf/2601.10194v1,,ranked_by=relevance;score=6
P0049,Beyond IVR: Benchmarking Customer Support LLM Agents for Business-Adherence,2026,http://arxiv.org/abs/2601.00596v1,2601.00596v1,cs.CL,cs.CL,https://arxiv.org/pdf/2601.00596v1,,ranked_by=relevance;score=6
P0050,"A Survey of AI for Materials Science: Foundation Models, LLM Agents, Datasets, and Tools",2025,http://arxiv.org/abs/2506.20743v1,2506.20743v1,cs.LG,"cs.LG,cs.CE",https://arxiv.org/pdf/2506.20743v1,,ranked_by=relevance;score=6
P0051,ABBEL: LLM Agents Acting through Belief Bottlenecks Expressed in Language,2025,http://arxiv.org/abs/2512.20111v1,2512.20111v1,cs.CL,"cs.CL,cs.AI,cs.LG",https://arxiv.org/pdf/2512.20111v1,,ranked_by=relevance;score=6
P0052,AGrail: A Lifelong Agent Guardrail with Effective and Adaptive Safety Detection,2025,http://arxiv.org/abs/2502.11448v2,2502.11448v2,cs.AI,cs.AI,https://arxiv.org/pdf/2502.11448v2,,ranked_by=relevance;score=6
P0053,Agent Safety Alignment via Reinforcement Learning,2025,http://arxiv.org/abs/2507.08270v1,2507.08270v1,cs.AI,"cs.AI,cs.CR",https://arxiv.org/pdf/2507.08270v1,,ranked_by=relevance;score=6
P0054,Agent-Enhanced Large Language Models for Researching Political Institutions,2025,http://arxiv.org/abs/2503.13524v1,2503.13524v1,cs.CL,"cs.CL,cs.CY",https://arxiv.org/pdf/2503.13524v1,,ranked_by=relevance;score=6
P0055,Agent-R1: Training Powerful LLM Agents with End-to-End Reinforcement Learning,2025,http://arxiv.org/abs/2511.14460v1,2511.14460v1,cs.CL,cs.CL,https://arxiv.org/pdf/2511.14460v1,,ranked_by=relevance;score=6
P0056,AgentDNS: A Root Domain Naming System for LLM Agents,2025,http://arxiv.org/abs/2505.22368v1,2505.22368v1,cs.AI,cs.AI,https://arxiv.org/pdf/2505.22368v1,,ranked_by=relevance;score=6
P0057,AgentSHAP: Interpreting LLM Agent Tool Importance with Monte Carlo Shapley Value Estimation,2025,http://arxiv.org/abs/2512.12597v1,2512.12597v1,cs.AI,"cs.AI,cs.CL",https://arxiv.org/pdf/2512.12597v1,,ranked_by=relevance;score=6
P0058,AgentSwift: Efficient LLM Agent Design via Value-guided Hierarchical Search,2025,http://arxiv.org/abs/2506.06017v2,2506.06017v2,cs.CL,cs.CL,https://arxiv.org/pdf/2506.06017v2,,ranked_by=relevance;score=6
P0059,Agents of Change: Self-Evolving LLM Agents for Strategic Planning,2025,http://arxiv.org/abs/2506.04651v2,2506.04651v2,cs.AI,cs.AI,https://arxiv.org/pdf/2506.04651v2,,ranked_by=relevance;score=6
P0060,Attractive Metadata Attack: Inducing LLM Agents to Invoke Malicious Tools,2025,http://arxiv.org/abs/2508.02110v2,2508.02110v2,cs.AI,cs.AI,https://arxiv.org/pdf/2508.02110v2,,ranked_by=relevance;score=6
P0061,AudioToolAgent: An Agentic Framework for Audio-Language Models,2025,http://arxiv.org/abs/2510.02995v1,2510.02995v1,cs.SD,cs.SD,https://arxiv.org/pdf/2510.02995v1,,ranked_by=relevance;score=6
P0062,AutoPentest: Enhancing Vulnerability Management With Autonomous LLM Agents,2025,http://arxiv.org/abs/2505.10321v1,2505.10321v1,cs.CR,"cs.CR,cs.AI",https://arxiv.org/pdf/2505.10321v1,,ranked_by=relevance;score=6
P0063,AutoQual: An LLM Agent for Automated Discovery of Interpretable Features for Review Quality Assessment,2025,http://arxiv.org/abs/2510.08081v1,2510.08081v1,cs.AI,"cs.AI,cs.CL",https://arxiv.org/pdf/2510.08081v1,,ranked_by=relevance;score=6
P0064,Automating Data-Driven Modeling and Analysis for Engineering Applications using Large Language Model Agents,2025,http://arxiv.org/abs/2510.01398v1,2510.01398v1,cs.AI,cs.AI,https://arxiv.org/pdf/2510.01398v1,,ranked_by=relevance;score=6
P0065,Can LLM Agents Solve Collaborative Tasks? A Study on Urgency-Aware Planning and Coordination,2025,http://arxiv.org/abs/2508.14635v1,2508.14635v1,cs.RO,"cs.RO,cs.AI",https://arxiv.org/pdf/2508.14635v1,,ranked_by=relevance;score=6
P0066,Capturing Semantic Flow of ML-based Systems,2025,http://arxiv.org/abs/2503.10310v1,2503.10310v1,cs.SE,"cs.SE,cs.LG",https://arxiv.org/pdf/2503.10310v1,,ranked_by=relevance;score=6
P0067,Check Yourself Before You Wreck Yourself: Selectively Quitting Improves LLM Agent Safety,2025,http://arxiv.org/abs/2510.16492v2,2510.16492v2,cs.CL,cs.CL,https://arxiv.org/pdf/2510.16492v2,,ranked_by=relevance;score=6
P0068,Complex System Diagnostics Using a Knowledge Graph-Informed and Large Language Model-Enhanced Framework,2025,http://arxiv.org/abs/2505.21291v1,2505.21291v1,cs.AI,cs.AI,https://arxiv.org/pdf/2505.21291v1,,ranked_by=relevance;score=6
P0069,ContextAgent: Context-Aware Proactive LLM Agents with Open-World Sensory Perceptions,2025,http://arxiv.org/abs/2505.14668v2,2505.14668v2,cs.AI,"cs.AI,cs.CL,cs.HC",https://arxiv.org/pdf/2505.14668v2,,ranked_by=relevance;score=6
P0070,CyberSleuth: Autonomous Blue-Team LLM Agent for Web Attack Forensics,2025,http://arxiv.org/abs/2508.20643v1,2508.20643v1,cs.CR,cs.CR,https://arxiv.org/pdf/2508.20643v1,,ranked_by=relevance;score=6
P0071,DICE: Dynamic In-Context Example Selection in LLM Agents via Efficient Knowledge Transfer,2025,http://arxiv.org/abs/2507.23554v1,2507.23554v1,cs.AI,cs.AI,https://arxiv.org/pdf/2507.23554v1,,ranked_by=relevance;score=6
P0072,Distilling LLM Agent into Small Models with Retrieval and Code Tools,2025,http://arxiv.org/abs/2505.17612v2,2505.17612v2,cs.CL,"cs.CL,cs.AI",https://arxiv.org/pdf/2505.17612v2,,ranked_by=relevance;score=6
P0073,Enabling Self-Improving Agents to Learn at Test Time With Human-In-The-Loop Guidance,2025,http://arxiv.org/abs/2507.17131v2,2507.17131v2,cs.LG,"cs.LG,cs.AI",https://arxiv.org/pdf/2507.17131v2,,ranked_by=relevance;score=6
P0074,Encouraging Good Processes Without the Need for Good Answers: Reinforcement Learning for LLM Agent Planning,2025,http://arxiv.org/abs/2508.19598v1,2508.19598v1,cs.LG,cs.LG,https://arxiv.org/pdf/2508.19598v1,,ranked_by=relevance;score=6
P0075,End-to-End Edge AI Service Provisioning Framework in 6G ORAN,2025,http://arxiv.org/abs/2503.11933v1,2503.11933v1,cs.NI,"cs.NI,cs.AI",https://arxiv.org/pdf/2503.11933v1,,ranked_by=relevance;score=6
P0076,Evaluation and Benchmarking of LLM Agents: A Survey,2025,http://arxiv.org/abs/2507.21504v1,2507.21504v1,cs.LG,"cs.LG,cs.AI",https://arxiv.org/pdf/2507.21504v1,,ranked_by=relevance;score=6
P0077,EvolveR: Self-Evolving LLM Agents through an Experience-Driven Lifecycle,2025,http://arxiv.org/abs/2510.16079v1,2510.16079v1,cs.CL,"cs.CL,cs.AI",https://arxiv.org/pdf/2510.16079v1,,ranked_by=relevance;score=6
P0078,FEABench: Evaluating Language Models on Multiphysics Reasoning Ability,2025,http://arxiv.org/abs/2504.06260v1,2504.06260v1,cs.AI,"cs.AI,cs.CL,math.NA",https://arxiv.org/pdf/2504.06260v1,,ranked_by=relevance;score=6
P0079,FaultLine: Automated Proof-of-Vulnerability Generation Using LLM Agents,2025,http://arxiv.org/abs/2507.15241v1,2507.15241v1,cs.SE,cs.SE,https://arxiv.org/pdf/2507.15241v1,,ranked_by=relevance;score=6
P0080,Grounded Test-Time Adaptation for LLM Agents,2025,http://arxiv.org/abs/2511.04847v3,2511.04847v3,cs.LG,cs.LG,https://arxiv.org/pdf/2511.04847v3,,ranked_by=relevance;score=6
P0081,Group-in-Group Policy Optimization for LLM Agent Training,2025,http://arxiv.org/abs/2505.10978v3,2505.10978v3,cs.LG,"cs.LG,cs.AI",https://arxiv.org/pdf/2505.10978v3,,ranked_by=relevance;score=6
P0082,Large Language Model Agent for Structural Drawing Generation Using ReAct Prompt Engineering and Retrieval Augmented Generation,2025,http://arxiv.org/abs/2507.19771v1,2507.19771v1,cs.LG,"cs.LG,cs.AI",https://arxiv.org/pdf/2507.19771v1,,ranked_by=relevance;score=6
P0083,MCP Security Bench (MSB): Benchmarking Attacks Against Model Context Protocol in LLM Agents,2025,http://arxiv.org/abs/2510.15994v1,2510.15994v1,cs.CR,"cs.CR,cs.AI",https://arxiv.org/pdf/2510.15994v1,,ranked_by=relevance;score=6
P0084,"MCP-Flow: Facilitating LLM Agents to Master Real-World, Diverse and Scaling MCP Tools",2025,http://arxiv.org/abs/2510.24284v2,2510.24284v2,cs.AI,cs.AI,https://arxiv.org/pdf/2510.24284v2,,ranked_by=relevance;score=6
P0085,MCPAgentBench: A Real-world Task Benchmark for Evaluating LLM Agent MCP Tool Use,2025,http://arxiv.org/abs/2512.24565v2,2512.24565v2,cs.AI,cs.AI,https://arxiv.org/pdf/2512.24565v2,,ranked_by=relevance;score=6
P0086,MSC-Bench: A Rigorous Benchmark for Multi-Server Tool Orchestration,2025,http://arxiv.org/abs/2510.19423v1,2510.19423v1,cs.AI,cs.AI,https://arxiv.org/pdf/2510.19423v1,,ranked_by=relevance;score=6
P0087,MedicalOS: An LLM Agent based Operating System for Digital Healthcare,2025,http://arxiv.org/abs/2509.11507v1,2509.11507v1,cs.AI,cs.AI,https://arxiv.org/pdf/2509.11507v1,,ranked_by=relevance;score=6
P0088,MemTool: Optimizing Short-Term Memory Management for Dynamic Tool Calling in LLM Agent Multi-Turn Conversations,2025,http://arxiv.org/abs/2507.21428v1,2507.21428v1,cs.CL,cs.CL,https://arxiv.org/pdf/2507.21428v1,,ranked_by=relevance;score=6
P0089,Meta-Policy Reflexion: Reusable Reflective Memory and Rule Admissibility for Resource-Efficient LLM Agent,2025,http://arxiv.org/abs/2509.03990v2,2509.03990v2,cs.AI,cs.AI,https://arxiv.org/pdf/2509.03990v2,,ranked_by=relevance;score=6
P0090,ORFS-agent: Tool-Using Agents for Chip Design Optimization,2025,http://arxiv.org/abs/2506.08332v2,2506.08332v2,cs.AI,cs.AI,https://arxiv.org/pdf/2506.08332v2,,ranked_by=relevance;score=6
P0091,OmniReflect: Discovering Transferable Constitutions for LLM agents via Neuro-Symbolic Reflections,2025,http://arxiv.org/abs/2506.17449v1,2506.17449v1,cs.AI,cs.AI,https://arxiv.org/pdf/2506.17449v1,,ranked_by=relevance;score=6
P0092,"Overhearing LLM Agents: A Survey, Taxonomy, and Roadmap",2025,http://arxiv.org/abs/2509.16325v1,2509.16325v1,cs.CL,"cs.CL,cs.AI,cs.HC",https://arxiv.org/pdf/2509.16325v1,,ranked_by=relevance;score=6
P0093,Planning without Search: Refining Frontier LLMs with Offline Goal-Conditioned RL,2025,http://arxiv.org/abs/2505.18098v2,2505.18098v2,cs.CL,"cs.CL,cs.AI",https://arxiv.org/pdf/2505.18098v2,,ranked_by=relevance;score=6
P0094,ProAgent: Harnessing On-Demand Sensory Contexts for Proactive LLM Agent Systems,2025,http://arxiv.org/abs/2512.06721v1,2512.06721v1,cs.AI,"cs.AI,cs.CL,cs.HC",https://arxiv.org/pdf/2512.06721v1,,ranked_by=relevance;score=6
P0095,QUITE: A Query Rewrite System Beyond Rules with LLM Agents,2025,http://arxiv.org/abs/2506.07675v3,2506.07675v3,cs.DB,"cs.DB,cs.AI",https://arxiv.org/pdf/2506.07675v3,,ranked_by=relevance;score=6
P0096,RAS-Eval: A Comprehensive Benchmark for Security Evaluation of LLM Agents in Real-World Environments,2025,http://arxiv.org/abs/2506.15253v1,2506.15253v1,cs.CR,"cs.CR,cs.AI",https://arxiv.org/pdf/2506.15253v1,,ranked_by=relevance;score=6
P0097,REMSA: An LLM Agent for Foundation Model Selection in Remote Sensing,2025,http://arxiv.org/abs/2511.17442v1,2511.17442v1,cs.CV,"cs.CV,cs.AI",https://arxiv.org/pdf/2511.17442v1,,ranked_by=relevance;score=6
P0098,ReAcTree: Hierarchical LLM Agent Trees with Control Flow for Long-Horizon Task Planning,2025,http://arxiv.org/abs/2511.02424v1,2511.02424v1,cs.AI,cs.AI,https://arxiv.org/pdf/2511.02424v1,,ranked_by=relevance;score=6
P0099,Reliable Weak-to-Strong Monitoring of LLM Agents,2025,http://arxiv.org/abs/2508.19461v1,2508.19461v1,cs.AI,"cs.AI,cs.CR,cs.LG",https://arxiv.org/pdf/2508.19461v1,,ranked_by=relevance;score=6
P0100,SHADE-Arena: Evaluating Sabotage and Monitoring in LLM Agents,2025,http://arxiv.org/abs/2506.15740v2,2506.15740v2,cs.AI,"cs.AI,cs.CR,cs.LG",https://arxiv.org/pdf/2506.15740v2,,ranked_by=relevance;score=6
P0101,SIRAJ: Diverse and Efficient Red-Teaming for LLM Agents via Distilled Structured Reasoning,2025,http://arxiv.org/abs/2510.26037v1,2510.26037v1,cs.CR,"cs.CR,cs.AI,cs.CL",https://arxiv.org/pdf/2510.26037v1,,ranked_by=relevance;score=6
P0102,SafeScientist: Toward Risk-Aware Scientific Discoveries by LLM Agents,2025,http://arxiv.org/abs/2505.23559v1,2505.23559v1,cs.AI,cs.AI,https://arxiv.org/pdf/2505.23559v1,,ranked_by=relevance;score=6
P0103,Scaling Long-Horizon LLM Agent via Context-Folding,2025,http://arxiv.org/abs/2510.11967v1,2510.11967v1,cs.CL,"cs.CL,cs.LG",https://arxiv.org/pdf/2510.11967v1,,ranked_by=relevance;score=6
P0104,Secure Multi-LLM Agentic AI and Agentification for Edge General Intelligence by Zero-Trust: A Survey,2025,http://arxiv.org/abs/2508.19870v1,2508.19870v1,cs.NI,cs.NI,https://arxiv.org/pdf/2508.19870v1,,ranked_by=relevance;score=6
P0105,Simulating Rumor Spreading in Social Networks using LLM Agents,2025,http://arxiv.org/abs/2502.01450v1,2502.01450v1,cs.SI,"cs.SI,cs.AI",https://arxiv.org/pdf/2502.01450v1,,ranked_by=relevance;score=6
P0106,SkyRL-Agent: Efficient RL Training for Multi-turn LLM Agent,2025,http://arxiv.org/abs/2511.16108v1,2511.16108v1,cs.AI,cs.AI,https://arxiv.org/pdf/2511.16108v1,,ranked_by=relevance;score=6
P0107,StaffPro: an LLM Agent for Joint Staffing and Profiling,2025,http://arxiv.org/abs/2507.21636v1,2507.21636v1,cs.AI,cs.AI,https://arxiv.org/pdf/2507.21636v1,,ranked_by=relevance;score=6
P0108,StockBench: Can LLM Agents Trade Stocks Profitably In Real-world Markets?,2025,http://arxiv.org/abs/2510.02209v1,2510.02209v1,cs.LG,"cs.LG,cs.CL",https://arxiv.org/pdf/2510.02209v1,,ranked_by=relevance;score=6
P0109,Structured Uncertainty guided Clarification for LLM Agents,2025,http://arxiv.org/abs/2511.08798v1,2511.08798v1,cs.CL,"cs.CL,cs.AI",https://arxiv.org/pdf/2511.08798v1,,ranked_by=relevance;score=6
P0110,Survey of Specialized Large Language Model,2025,http://arxiv.org/abs/2508.19667v1,2508.19667v1,cs.CL,"cs.CL,cs.AI",https://arxiv.org/pdf/2508.19667v1,,ranked_by=relevance;score=6
P0111,Task Memory Engine (TME): Enhancing State Awareness for Multi-Step LLM Agent Tasks,2025,http://arxiv.org/abs/2504.08525v4,2504.08525v4,cs.AI,"cs.AI,cs.CL",https://arxiv.org/pdf/2504.08525v4,,ranked_by=relevance;score=6
P0112,Task Memory Engine: Spatial Memory for Robust Multi-Step LLM Agents,2025,http://arxiv.org/abs/2505.19436v1,2505.19436v1,cs.AI,"cs.AI,cs.CL",https://arxiv.org/pdf/2505.19436v1,,ranked_by=relevance;score=6
P0113,ToolScope: Enhancing LLM Agent Tool Use through Tool Merging and Context-Aware Filtering,2025,http://arxiv.org/abs/2510.20036v1,2510.20036v1,cs.CL,"cs.CL,cs.SE",https://arxiv.org/pdf/2510.20036v1,,ranked_by=relevance;score=6
P0114,Training Task Reasoning LLM Agents for Multi-turn Task Planning via Single-turn Reinforcement Learning,2025,http://arxiv.org/abs/2509.20616v2,2509.20616v2,cs.LG,"cs.LG,eess.SY",https://arxiv.org/pdf/2509.20616v2,,ranked_by=relevance;score=6
