section_id	section_title	paper_id	why
5.2	Multi-agent coordination	P0118	Matches subsection 'Multi-agent coordination' via shared terms (agent, agent, communication) in the paper title/abstract.
5.2	Multi-agent coordination	P0171	Matches subsection 'Multi-agent coordination' via shared terms (agent, adaptation, agent) in the paper title/abstract.
5.2	Multi-agent coordination	P0179	Matches subsection 'Multi-agent coordination' via shared terms (agent, agent, how) in the paper title/abstract.
5.2	Multi-agent coordination	P0196	Matches subsection 'Multi-agent coordination' via shared terms (agent, agent, drive) in the paper title/abstract.
5.2	Multi-agent coordination	P0005	Matches subsection 'Multi-agent coordination' via shared terms (agent, agent, human) in the paper title/abstract.
6.1	Benchmarks and evaluation protocols	P0076	Matches subsection 'Benchmarks and evaluation protocols' via shared terms (evaluation, benchmarks, data) in the paper title/abstract. (also mapped 1× already)
6.1	Benchmarks and evaluation protocols	P0035	Matches subsection 'Benchmarks and evaluation protocols' via shared terms (evaluation, design, evaluation) in the paper title/abstract.
6.1	Benchmarks and evaluation protocols	P0096	Matches subsection 'Benchmarks and evaluation protocols' via shared terms (evaluation, benchmarks, data) in the paper title/abstract.
6.1	Benchmarks and evaluation protocols	P0013	Matches subsection 'Benchmarks and evaluation protocols' via shared terms (evaluation, evaluation, intent) in the paper title/abstract.
6.1	Benchmarks and evaluation protocols	P0034	Matches subsection 'Benchmarks and evaluation protocols' via shared terms (evaluation, design, evaluation) in the paper title/abstract.
6.1	Benchmarks and evaluation protocols	P0180	Matches subsection 'Benchmarks and evaluation protocols' via shared terms (choices, design, evaluation) in the paper title/abstract.
6.1	Benchmarks and evaluation protocols	P0050	Matches subsection 'Benchmarks and evaluation protocols' via shared terms (concerns, data, datasets) in the paper title/abstract. (also mapped 1× already)
6.1	Benchmarks and evaluation protocols	P0083	Matches subsection 'Benchmarks and evaluation protocols' via shared terms (evaluation, how, name) in the paper title/abstract.
6.1	Benchmarks and evaluation protocols	P0099	Matches subsection 'Benchmarks and evaluation protocols' via shared terms (data, datasets, expected) in the paper title/abstract.
6.1	Benchmarks and evaluation protocols	P0120	Matches subsection 'Benchmarks and evaluation protocols' via shared terms (benchmarks, drive, evaluation) in the paper title/abstract.
6.1	Benchmarks and evaluation protocols	P0189	Matches subsection 'Benchmarks and evaluation protocols' via shared terms (benchmarks, data, evaluation) in the paper title/abstract. (also mapped 1× already)
6.1	Benchmarks and evaluation protocols	P0214	Matches subsection 'Benchmarks and evaluation protocols' via shared terms (design, explicit, leakage) in the paper title/abstract. (also mapped 1× already)
6.1	Benchmarks and evaluation protocols	P0154	Matches subsection 'Benchmarks and evaluation protocols' via shared terms (evaluation, how, include) in the paper title/abstract.
6.1	Benchmarks and evaluation protocols	P0006	Matches subsection 'Benchmarks and evaluation protocols' via shared terms (conclusions, data, datasets) in the paper title/abstract.
6.1	Benchmarks and evaluation protocols	P0036	Matches subsection 'Benchmarks and evaluation protocols' via shared terms (evaluation, metrics, setup) in the paper title/abstract.
6.1	Benchmarks and evaluation protocols	P0037	Matches subsection 'Benchmarks and evaluation protocols' via shared terms (evaluation, explicit, recent) in the paper title/abstract.
6.1	Benchmarks and evaluation protocols	P0069	Matches subsection 'Benchmarks and evaluation protocols' via shared terms (data, human, intent) in the paper title/abstract.
6.1	Benchmarks and evaluation protocols	P0047	Matches subsection 'Benchmarks and evaluation protocols' via shared terms (evaluation, human, training) in the paper title/abstract.
6.2	Safety, security, and governance	P0067	Matches subsection 'Safety, security, and governance' via shared terms (safety, agents, deployed) in the paper title/abstract.
6.2	Safety, security, and governance	P0021	Matches subsection 'Safety, security, and governance' via shared terms (security, agents, architecture) in the paper title/abstract. (also mapped 1× already)
6.2	Safety, security, and governance	P0083	Matches subsection 'Safety, security, and governance' via shared terms (security, agents, evaluation) in the paper title/abstract. (also mapped 1× already)
6.2	Safety, security, and governance	P0117	Matches subsection 'Safety, security, and governance' via shared terms (safety, agents, data) in the paper title/abstract. (also mapped 1× already)
6.2	Safety, security, and governance	P0120	Matches subsection 'Safety, security, and governance' via shared terms (safety, agents, benchmarks) in the paper title/abstract. (also mapped 1× already)
6.2	Safety, security, and governance	P0166	Matches subsection 'Safety, security, and governance' via shared terms (safety, agents, data) in the paper title/abstract.
6.2	Safety, security, and governance	P0052	Matches subsection 'Safety, security, and governance' via shared terms (safety, agents, design) in the paper title/abstract.
6.2	Safety, security, and governance	P0053	Matches subsection 'Safety, security, and governance' via shared terms (safety, agents, benchmarks) in the paper title/abstract.
6.2	Safety, security, and governance	P0207	Matches subsection 'Safety, security, and governance' via shared terms (agents, data, deployed) in the paper title/abstract.
6.2	Safety, security, and governance	P0036	Matches subsection 'Safety, security, and governance' via shared terms (safety, agents, evaluation) in the paper title/abstract. (also mapped 1× already)
6.2	Safety, security, and governance	P0096	Matches subsection 'Safety, security, and governance' via shared terms (security, agents, benchmarks) in the paper title/abstract. (also mapped 1× already)
6.2	Safety, security, and governance	P0195	Matches subsection 'Safety, security, and governance' via shared terms (safety, agents, identify) in the paper title/abstract.
6.2	Safety, security, and governance	P0099	Matches subsection 'Safety, security, and governance' via shared terms (agents, data, datasets) in the paper title/abstract. (also mapped 1× already)
6.2	Safety, security, and governance	P0193	Matches subsection 'Safety, security, and governance' via shared terms (agents, benchmarks, data) in the paper title/abstract.
6.2	Safety, security, and governance	P0194	Matches subsection 'Safety, security, and governance' via shared terms (agents, data, deployed) in the paper title/abstract.
6.2	Safety, security, and governance	P0208	Matches subsection 'Safety, security, and governance' via shared terms (agents, benchmarks, evaluation) in the paper title/abstract.
6.2	Safety, security, and governance	P0012	Matches subsection 'Safety, security, and governance' via shared terms (agents, deployed, explicit) in the paper title/abstract. (also mapped 1× already)
6.2	Safety, security, and governance	P0047	Matches subsection 'Safety, security, and governance' via shared terms (agents, evaluation, human) in the paper title/abstract. (also mapped 1× already)
